Subject,Link,Faculty,Semester,Name,Ect
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 3,Ekonomia,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 3,Wychowanie fizyczne,0
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,Prawo własności intelektualnej,1
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,"Język angielski, niemiecki, rosyjski, francuski, hiszpański, włoski lub inny z aktualnej oferty SJO",4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,Ekonomika miast i regionów,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,Real estate management,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,Inwentaryzacja urbanistyczna,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,The basics of remote sensing,3
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,Urban project 1,1
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,Environmental basis for spatial planning and design,5
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,Revitalization,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,Samorząd terytorialny,1
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,Theory of urban design and spatial planning,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 4,Prawo administracyjne,1
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Estetyczne aspekty przestrzeni publicznych (przedmiot obieralny),2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Socjologia,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Kulturowe aspekty procesu rewitalizacji,1
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Projekt urbanistyczny zespołu mieszkaniowego,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Rewitalizacja obszarów zurbanizowanych,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Rozwój obszarów wiejskich,3
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Systemy informacji o terenie,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Teoria urbanistyki i gospodarki przestrzennej,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Uwarunkowania strategii rozwoju gmin,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Legal issues in environmental protection,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Zasób geodezyjny i kartograficzny,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 5,Kreatywny Semestr Projektowania,
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Geological background of spatial management,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Podstawy zarządzania nieruchomościami,3
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Rozwój obszarów wiejskich 2,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Siedliskoznawstwo,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Waloryzacja krajobrazu,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Najnowsze realizacje urbanistyczne,3
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Spatial planning (planning project),4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Planowanie przestrzenne w praktyce,5
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Basics of technical knowledge in the field of construction 2,3
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Podstawy zarządzania,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Analizy przestrzenne i modelowanie,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Planowanie infrastruktury technicznej,3
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Projekt urbanistyczny zespołu mieszkaniowego,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Theory of urban design and spatial planning,2
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 6,Kreatywny Semestr Projektowania,
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 7,Kartografia w procesach wspomagania podejmowania decyzji planistycznych,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 7,Reclamation and development of degraded areas,5
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 7,Zarządzanie nieruchomościami mieszkalnymi,3
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 7,Projekt urbanistyczny,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 7,Realizacja projektów urbanistycznych i planistycznych,5
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 7,Społeczno-kulturowe uwarunkowania gospodarki przestrzennej 2,3
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 7,Praca dyplomowa inżynierska,15
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 7,Praktyki,4
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 7,Diploma seminar (for ŚUGP specialization),3
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 7,Seminarium dyplomowe dla UWPP,3
Gospodarka Przestrzenna [inż] [st],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1963/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 7,Kreatywny Semestr Projektowania,
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 1,Podstawy geodezji 1,5
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 1,Podstawy nauk o Ziemi i geomorfologii,3
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 1,Gleboznawstwo i waloryzacja gleb,4
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 1,Algebra liniowa w geodezji,2
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 1,Fizyka 1,5
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 1,Informatyka 1,3
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 1,Matematyka 1,5
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 2,"Język obcy angielski, niemiecki, rosyjski, francuski, hiszpański",2
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 2,Ćwiczenia terenowe,2
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 2,Podstawy geodezji,5
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 2,Rachunek wyrównawczy i elementy statystyki matematycznej,4
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 2,Fizyka,3
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 2,Grafika inżynierska z elementami geometrii wykreślnej,4
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 2,Informatyka 2,3
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 2,Matematyka,4
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 3,I.a/1 Prawo własności intelektualnej,1
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 3,I.b /1 Przedsiębiorczość,1
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 3,Bazy i modele danych przestrzennych,4
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 3,Podstawy systemów informacji przestrzennej,4
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 3,Edjustment calculus and elements of mathematical statistics,4
Geodezja i Kartografia [inż] [nst],https://ects.coi.pw.edu.pl/menu2/detail2test/idProgram/1977/idWydzial/7/idStopien/1,Faculty of Geodesy and Cartography,Semester 3,Geodezja wyższa 1,4
