from_id,to_id,relation_type,weight
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Zasady BHP i ochrona przeciwpożarowaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,0
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język obcyFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język angielski dla kontynuujących (poziom B1/B2); General English at Intermediate LevelFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Aparatura przemysłu chemicznegoFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Automatyka i pomiary wielkości fizycznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przedmiot ogólnowydziałowy do wyboruFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przedmiot ogólnowydziałowy do wyboru: Energia w gospodarce narodowejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przedmiot ogólnowydziałowy: Ochrona przeciwpożarowaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przedmiot ogólnowydziałowy: Ochrona środowiskaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Przedmiot ogólnowydziałowy: Redakcja, edycja i formatowanie poprawnego komputeropisuFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Chemia analitycznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Chemia ogólna i nieorganicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Laboratorium chemii nieorganicznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,5
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia informacyjna w technologii chemicznej - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","FizykaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,4
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","MatematykaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 2,6
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język obcyFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język angielski dla kontynuujących (poziom B1/B2); General English at Intermediate LevelFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Aparatura przemysłu chemicznego - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Inżynieria chemicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,5
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Laboratorium automatyki i pomiarów wielkości fizycznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Wizualizacja danych technicznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Wizualizacja danych technicznych - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Chemia fizycznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Ćwiczenia rachunkowe z chemii fizycznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Laboratorium chemii analitycznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,5
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Matematyka w technologii chemicznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Matematyka w technologii chemicznej - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 3,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język obcyFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język angielski dla kontynuujących (poziom B1/B2); General English at Intermediate LevelFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Analiza instrumentalnaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Projektowanie operacji jednostkowychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,5
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Rozdzielanie mieszaninFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,4
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia chemicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Chemia organicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,9
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Laboratorium chemii fizycznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 4,5
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język obcyFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Język angielski dla kontynuujących (poziom B1/B2); General English at Intermediate LevelFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Chemia związków heteroorganicznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Chemia związków heteroorganicznych - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Laboratorium analizy instrumentalnejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Obliczenia w technologii chemicznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy chemii i technologii związków wielkocząsteczkowychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy technologii przerobu ropy naftowejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia chemicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia chemiczna organicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Termodynamika technicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Preparatyka organicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,5
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Zarządzanie produktami chemicznymiFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Obrót niebezpiecznymi substancjami chemicznymiFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Kreatywny Semestr ProjektowaniaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 5,
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Projektowanie wyrobów z tworzyw sztucznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia procesów petrochemicznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia procesów petrochemicznych - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia procesów rafineryjnychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia procesów rafineryjnych - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Tworzywa sztuczneFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,4
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Zastosowanie tworzyw sztucznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Inżynieria procesów rafineryjnychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Inżynieria procesów rafineryjnych - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Surowce syntezy organicznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Surowce syntezy organicznej - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Technologia wytwarzania elementów z tworzyw sztucznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Tworzywa sztuczne konstrukcyjneFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Wybrane właściwości tworzyw sztucznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,4
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Angielska terminologia chemicznaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","ElektrotechnikaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,1
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Laboratorium technologii organicznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,5
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Podstawy projektowania  w technologiii chemicznejFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,3
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Praktyka zawodowaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,4
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Kreatywny Semestr ProjektowaniaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 6,
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Laboratorium tworzyw sztucznychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,7
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Praca dyplomowaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,10
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Procesy otrzymywania paliw i środków smarowych - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,7
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Seminarium dyplomoweFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,4
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Wybrane właściwości tworzyw sztucznych - laboratoriumFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,7
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Laboratorium chemii i fizykochemii produktów naftowychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,7
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Bezpieczeństwo techniczneFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,2
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Redagowanie i archiwizowanie prac dyplomowychFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,0
"Technologia Chemiczna [inż] [nst-zaocz.]Faculty of Civil Engineering, Mechanics and Petrochemistry","Kreatywny Semestr ProjektowaniaFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 7,
"Budownictwo [mgr] [st]Faculty of Civil Engineering, Mechanics and Petrochemistry","Mechanika i wytrzymałość materiałów IIFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,2
"Budownictwo [mgr] [st]Faculty of Civil Engineering, Mechanics and Petrochemistry","Mechanika i wytrzymałość materiałów II - projektFaculty of Civil Engineering, Mechanics and Petrochemistry",Semester 1,2
